Strategy 1,Strategy 2,Strategy 3,Strategy 4,Strategy 5,Strategy 6,Strategy 7,Action,Number of Alerts,Sum of alert weights,Reward,Done,Timestamp
True,False,False,True,False,False,False,0,4,10,-42,False,2023-12-16 16:39:11.447110
True,True,False,True,False,False,False,2,2,3,-15,False,2023-12-16 16:39:26.482838
False,True,False,True,False,False,False,1,4,10,-42,False,2023-12-16 16:39:41.531461
False,True,False,True,True,False,False,5,3,9,-39,False,2023-12-16 16:39:56.575507
False,True,True,True,True,False,False,3,3,9,-40,False,2023-12-16 16:40:11.619088
True,True,True,True,True,False,False,1,1,2,-13,False,2023-12-16 16:40:26.671176
True,True,True,False,True,False,False,4,2,4,-20,False,2023-12-16 16:40:41.713471
True,True,True,False,True,True,False,6,1,2,-13,False,2023-12-16 16:40:56.750129
True,True,True,True,True,True,False,4,0,0,4,True,2023-12-16 16:41:11.800324
False,False,False,False,False,False,False,0,7,19,-76,False,2023-12-16 16:41:26.843039
True,False,False,False,False,False,False,1,5,12,-49,False,2023-12-16 16:41:41.897613
False,False,False,False,False,False,False,1,7,19,-76,False,2023-12-16 16:41:56.938674
True,False,False,False,False,False,False,1,6,14,-57,False,2023-12-16 16:42:11.990839
True,True,False,False,False,False,False,2,5,9,-38,False,2023-12-16 16:42:27.030972
True,True,False,False,False,False,False,0,5,9,-38,False,2023-12-16 16:42:42.077882
True,True,False,False,False,True,False,6,2,3,-15,False,2023-12-16 16:42:57.129298
True,True,False,False,False,True,False,0,2,3,-15,False,2023-12-16 16:43:12.173287
True,True,False,False,False,True,True,7,2,3,-16,False,2023-12-16 16:43:27.214313
True,True,False,False,False,True,True,0,2,3,-16,False,2023-12-16 16:43:42.255168
True,True,False,True,False,True,True,4,1,1,-9,False,2023-12-16 16:43:57.297240
True,True,False,False,False,True,True,4,2,3,-16,False,2023-12-16 16:44:12.342031
True,True,False,True,False,True,True,4,1,1,-9,False,2023-12-16 16:44:27.393282
True,True,False,True,True,True,True,5,0,0,4,True,2023-12-16 16:44:42.437313
False,False,False,False,False,False,False,0,7,19,-76,False,2023-12-16 16:44:57.472841
True,False,False,False,False,False,False,1,5,12,-49,False,2023-12-16 16:45:12.515915
True,False,True,False,False,False,False,3,5,12,-50,False,2023-12-16 16:45:27.559253
True,False,True,False,False,True,False,6,3,8,-35,False,2023-12-16 16:45:42.599036
True,True,True,False,False,True,False,2,2,3,-16,False,2023-12-16 16:45:57.642095
True,True,True,True,False,True,False,4,1,1,-9,False,2023-12-16 16:46:12.687390
True,False,True,True,False,True,False,2,2,6,-28,False,2023-12-16 16:46:27.745335
True,False,True,True,False,False,False,6,4,10,-43,False,2023-12-16 16:46:42.784693
True,False,False,True,False,False,False,3,4,10,-42,False,2023-12-16 16:46:57.830771
True,True,False,True,False,False,False,2,2,3,-15,False,2023-12-16 16:47:12.880233
True,True,False,True,False,False,True,7,1,1,-8,False,2023-12-16 16:47:27.918057
True,True,False,True,False,True,True,6,1,1,-9,False,2023-12-16 16:47:42.962388
True,True,False,True,True,True,True,5,0,0,4,True,2023-12-16 16:47:58.014873
False,False,False,False,False,False,False,0,5,15,-60,False,2023-12-16 16:48:13.059402
True,False,False,False,False,False,False,1,5,12,-49,False,2023-12-16 16:48:28.113100
True,False,False,False,False,False,True,7,3,8,-34,False,2023-12-16 16:48:43.153105
True,False,False,False,False,False,True,0,3,8,-34,False,2023-12-16 16:48:58.205138
True,False,False,False,False,True,True,6,3,8,-35,False,2023-12-16 16:49:13.251490
True,False,False,False,False,False,True,6,3,8,-34,False,2023-12-16 16:49:28.295088
True,False,True,False,False,False,True,3,3,8,-35,False,2023-12-16 16:49:43.367829
False,False,True,False,False,False,True,1,3,12,-50,False,2023-12-16 16:49:58.415749
False,True,True,False,False,False,True,2,2,7,-31,False,2023-12-16 16:50:13.461996
False,True,True,False,False,False,True,0,2,7,-31,False,2023-12-16 16:50:28.505270
False,True,True,False,True,False,True,5,2,7,-32,False,2023-12-16 16:50:43.547017
False,False,True,False,True,False,True,2,3,12,-51,False,2023-12-16 16:50:58.591551
False,False,True,False,True,True,True,6,3,12,-52,False,2023-12-16 16:51:13.637272
False,False,True,True,True,True,True,4,2,10,-45,False,2023-12-16 16:51:28.676530
False,False,True,True,True,True,True,0,2,10,-45,False,2023-12-16 16:51:43.719347
False,True,True,True,True,True,True,2,1,5,-26,False,2023-12-16 16:51:58.762068
False,True,True,True,True,True,False,7,1,5,-25,False,2023-12-16 16:52:13.824624
False,False,True,True,True,True,False,2,2,10,-44,False,2023-12-16 16:52:28.867391
False,False,True,True,True,True,True,7,2,10,-45,False,2023-12-16 16:52:43.903091
False,False,False,True,True,True,True,3,2,10,-44,False,2023-12-16 16:52:58.954710
False,False,True,True,True,True,True,3,2,10,-45,False,2023-12-16 16:53:13.991005
False,False,True,False,True,True,True,4,3,12,-52,False,2023-12-16 16:53:29.049354
False,True,True,False,True,True,True,2,2,7,-33,False,2023-12-16 16:53:44.089247
True,True,True,False,True,True,True,1,1,2,-14,False,2023-12-16 16:53:59.132417
False,True,True,False,True,True,True,1,2,7,-33,False,2023-12-16 16:54:14.174374
False,True,True,True,True,True,True,4,1,5,-26,False,2023-12-16 16:54:29.217357
False,True,True,True,False,True,True,5,1,5,-25,False,2023-12-16 16:54:44.263243
True,True,True,True,False,True,True,1,1,1,-10,False,2023-12-16 16:54:59.307467
True,True,True,True,True,True,True,5,0,0,3,False,2023-12-16 16:55:14.347932
True,True,False,True,True,True,True,3,0,0,4,True,2023-12-16 16:55:29.385765
False,False,False,False,False,True,False,6,4,13,-53,False,2023-12-16 16:55:44.441491
True,False,False,False,False,True,False,1,3,8,-34,False,2023-12-16 16:55:59.487422
True,True,False,False,False,True,False,2,2,3,-15,False,2023-12-16 16:56:14.533420
True,True,False,True,False,True,False,4,1,1,-8,False,2023-12-16 16:56:29.590859
True,True,False,True,True,True,False,5,0,0,5,True,2023-12-16 16:56:44.653405
False,False,False,False,False,False,False,0,7,19,-76,False,2023-12-16 16:56:59.697349
True,False,False,False,False,False,False,1,5,12,-49,False,2023-12-16 16:57:14.738307
True,False,False,True,False,False,False,4,4,10,-42,False,2023-12-16 16:57:29.778517
True,False,False,True,False,True,False,6,2,6,-27,False,2023-12-16 16:57:44.815299
True,True,False,True,False,True,False,2,1,1,-8,False,2023-12-16 16:57:59.851104
True,True,False,True,False,False,False,6,1,1,-7,False,2023-12-16 16:58:14.890974
True,True,False,True,False,False,True,7,1,1,-8,False,2023-12-16 16:58:29.937305
True,True,False,True,False,True,True,6,1,1,-9,False,2023-12-16 16:58:44.985095
True,True,False,True,True,True,True,5,0,0,4,True,2023-12-16 16:59:00.059050
False,False,False,False,False,False,False,0,6,17,-68,False,2023-12-16 16:59:15.105265
False,False,False,False,False,False,True,7,4,13,-53,False,2023-12-16 16:59:30.146175
False,False,False,False,False,False,False,7,7,19,-76,False,2023-12-16 16:59:45.187576
True,False,False,False,False,False,False,1,4,10,-41,False,2023-12-16 17:00:00.230331
True,True,False,False,False,False,False,2,4,7,-30,False,2023-12-16 17:00:15.268809
True,True,False,False,False,False,True,7,2,3,-15,False,2023-12-16 17:00:30.308050
True,True,False,True,False,False,True,4,1,1,-8,False,2023-12-16 17:00:45.353390
True,True,False,True,False,True,True,6,1,1,-9,False,2023-12-16 17:01:00.420843
True,True,False,True,True,True,True,5,0,0,4,True,2023-12-16 17:01:15.464024
False,False,False,False,False,False,False,0,7,19,-76,False,2023-12-16 17:01:30.508943
True,False,False,False,False,False,False,1,6,14,-57,False,2023-12-16 17:01:45.552471
True,False,False,False,False,False,True,7,3,8,-34,False,2023-12-16 17:02:00.595314
True,True,False,False,False,False,True,2,2,3,-15,False,2023-12-16 17:02:15.633122
True,True,False,True,False,False,True,4,1,1,-8,False,2023-12-16 17:02:30.675349
True,True,False,True,False,True,True,6,1,1,-9,False,2023-12-16 17:02:45.718729
True,True,False,True,True,True,True,5,0,0,4,True,2023-12-16 17:03:00.766966
False,False,False,False,False,False,False,0,5,15,-60,False,2023-12-16 17:03:15.815459
True,False,False,False,False,False,False,1,6,14,-57,False,2023-12-16 17:03:30.851212
True,False,False,False,False,True,False,6,3,8,-34,False,2023-12-16 17:03:45.901227
True,False,False,True,False,True,False,4,2,6,-27,False,2023-12-16 17:04:00.967471
True,True,False,True,False,True,False,2,1,1,-8,False,2023-12-16 17:04:16.029420
True,True,False,True,True,True,False,5,0,0,5,True,2023-12-16 17:04:31.091164
False,False,False,False,False,False,False,0,7,19,-76,False,2023-12-16 17:04:46.145498
True,False,False,False,False,False,False,1,6,14,-57,False,2023-12-16 17:05:01.197441
True,True,False,False,False,False,False,2,4,7,-30,False,2023-12-16 17:05:16.243941
True,True,False,True,False,False,False,4,3,5,-23,False,2023-12-16 17:05:31.290940
True,True,False,True,False,False,True,7,1,1,-8,False,2023-12-16 17:05:46.331859
True,True,False,True,False,True,True,6,1,1,-9,False,2023-12-16 17:06:01.386471
True,True,False,True,True,True,True,5,0,0,4,True,2023-12-16 17:06:16.424992
False,False,False,False,False,False,False,0,7,19,-76,False,2023-12-16 17:06:31.465221
True,False,False,False,False,False,False,1,6,14,-57,False,2023-12-16 17:06:46.507386
True,False,False,False,True,False,False,5,5,13,-54,False,2023-12-16 17:07:01.561601
True,False,False,False,True,False,True,7,2,7,-31,False,2023-12-16 17:07:16.601282
True,True,False,False,True,False,True,2,1,2,-12,False,2023-12-16 17:07:31.640730
True,True,False,False,True,True,True,6,1,2,-13,False,2023-12-16 17:07:46.680519
True,True,False,False,False,True,True,5,2,3,-16,False,2023-12-16 17:08:01.759997
True,True,False,True,False,True,True,4,1,1,-9,False,2023-12-16 17:08:16.802367
True,True,False,True,True,True,True,5,0,0,4,True,2023-12-16 17:08:31.838949
False,False,False,False,False,False,False,0,6,17,-68,False,2023-12-16 17:08:46.897280
True,False,False,False,False,False,False,1,5,12,-49,False,2023-12-16 17:09:01.959713
True,False,False,False,False,False,False,0,5,12,-49,False,2023-12-16 17:09:17.009535
True,False,True,False,False,False,False,3,5,12,-50,False,2023-12-16 17:09:32.061386
True,False,True,False,False,False,True,7,3,8,-35,False,2023-12-16 17:09:47.110361
True,False,True,False,True,False,True,5,2,7,-32,False,2023-12-16 17:10:02.174364
True,False,True,False,True,False,False,7,4,11,-47,False,2023-12-16 17:10:17.223212
True,False,True,False,False,False,False,5,5,12,-50,False,2023-12-16 17:10:32.275156
True,True,True,False,False,False,False,2,4,8,-35,False,2023-12-16 17:10:47.332617
True,True,True,False,False,True,False,6,1,2,-12,False,2023-12-16 17:11:02.377779
True,True,True,False,True,True,False,5,1,2,-13,False,2023-12-16 17:11:17.436385
True,True,True,True,True,True,False,4,0,0,4,True,2023-12-16 17:11:32.482197
False,False,False,False,False,False,False,0,7,19,-76,False,2023-12-16 17:11:47.528410
True,False,False,False,False,False,False,1,6,14,-57,False,2023-12-16 17:12:02.574951
True,False,False,True,False,False,False,4,5,12,-50,False,2023-12-16 17:12:17.625121
True,True,False,True,False,False,False,2,4,7,-31,False,2023-12-16 17:12:32.667535
True,True,False,True,False,False,True,7,1,1,-8,False,2023-12-16 17:12:47.727054
True,True,False,True,False,True,True,6,1,1,-9,False,2023-12-16 17:13:02.787466
True,True,False,True,True,True,True,5,0,0,4,True,2023-12-16 17:13:17.839286
False,False,False,False,False,False,False,0,7,19,-76,False,2023-12-16 17:13:32.878652
True,False,False,False,False,False,False,1,6,14,-57,False,2023-12-16 17:13:47.953144
True,False,False,False,False,False,True,7,3,8,-34,False,2023-12-16 17:14:02.995825
True,True,False,False,False,False,True,2,2,3,-15,False,2023-12-16 17:14:18.041000
True,True,False,True,False,False,True,4,1,1,-8,False,2023-12-16 17:14:33.099115
True,True,False,False,False,False,True,4,2,3,-15,False,2023-12-16 17:14:48.139082
True,True,False,True,False,False,True,4,1,1,-8,False,2023-12-16 17:15:03.190487
True,True,False,True,False,True,True,6,1,1,-9,False,2023-12-16 17:15:18.231828
True,True,False,True,True,True,True,5,0,0,4,True,2023-12-16 17:15:33.271359
False,False,False,False,False,False,False,0,5,15,-60,False,2023-12-16 17:15:48.307288
True,False,False,False,False,False,False,1,6,14,-57,False,2023-12-16 17:16:03.349230
True,True,False,False,False,False,False,2,5,9,-38,False,2023-12-16 17:16:18.389307
False,True,False,False,False,False,False,1,6,14,-57,False,2023-12-16 17:16:33.441093
False,True,False,False,False,True,False,6,3,8,-34,False,2023-12-16 17:16:48.476837
False,True,False,True,False,True,False,4,2,6,-27,False,2023-12-16 17:17:03.518677
False,True,False,True,False,True,True,7,2,6,-28,False,2023-12-16 17:17:18.574991
