Strategy 1,Strategy 2,Strategy 3,Strategy 4,Strategy 5,Strategy 6,Strategy 7,Action,Number of Alerts,Sum of alert weights,Reward,Done,Timestamp
True,False,False,True,False,True,True,6,2,6,-28,False,2023-12-16 11:30:32.306906
True,False,False,True,True,True,True,5,1,5,-25,False,2023-12-16 11:30:47.346779
True,True,False,True,True,True,True,2,0,0,4,False,2023-12-16 11:31:02.405502
True,True,False,False,True,True,True,4,1,2,-13,False,2023-12-16 11:31:17.446890
False,True,False,False,True,True,True,1,2,7,-32,False,2023-12-16 11:31:32.490490
True,True,False,False,True,True,True,1,1,2,-13,False,2023-12-16 11:31:47.535075
True,True,False,False,True,True,True,0,1,2,-13,False,2023-12-16 11:32:02.601599
True,True,False,False,False,True,True,5,2,3,-16,False,2023-12-16 11:32:17.646146
True,True,False,False,False,False,True,6,2,3,-15,False,2023-12-16 11:32:32.694730
False,True,False,False,False,False,True,1,3,8,-34,False,2023-12-16 11:32:47.738456
True,True,False,False,False,False,True,1,2,3,-15,False,2023-12-16 11:33:02.781136
True,True,False,False,False,False,False,7,4,7,-30,False,2023-12-16 11:33:17.822237
True,True,False,False,False,False,True,7,2,3,-15,False,2023-12-16 11:33:32.861123
True,True,False,True,False,False,True,4,1,1,-8,False,2023-12-16 11:33:47.906739
False,True,False,True,False,False,True,1,2,6,-27,False,2023-12-16 11:34:02.954227
False,True,False,False,False,False,True,4,3,8,-34,False,2023-12-16 11:34:17.997346
False,True,False,False,False,False,False,7,6,14,-57,False,2023-12-16 11:34:33.063639
False,True,False,False,True,False,False,5,2,7,-30,False,2023-12-16 11:34:48.118522
False,True,False,False,False,False,False,5,5,12,-49,False,2023-12-16 11:35:03.166628
False,True,False,False,False,False,True,7,3,8,-34,False,2023-12-16 11:35:18.202523
False,True,False,False,True,False,True,5,2,7,-31,False,2023-12-16 11:35:33.241507
False,True,False,False,True,False,True,0,2,7,-31,False,2023-12-16 11:35:48.278488
False,False,False,False,True,False,True,2,3,12,-50,False,2023-12-16 11:36:03.318494
False,False,False,False,False,False,True,5,4,13,-53,False,2023-12-16 11:36:18.354383
False,False,False,True,False,False,True,4,3,11,-46,False,2023-12-16 11:36:33.397202
False,False,True,True,False,False,True,3,2,10,-43,False,2023-12-16 11:36:48.445298
False,False,True,False,False,False,True,4,3,12,-50,False,2023-12-16 11:37:03.487657
False,False,True,True,False,False,True,4,2,10,-43,False,2023-12-16 11:37:18.537103
True,False,True,True,False,False,True,1,2,6,-28,False,2023-12-16 11:37:33.577162
True,False,True,True,False,False,False,7,4,10,-43,False,2023-12-16 11:37:48.613963
False,False,True,True,False,False,False,1,4,14,-58,False,2023-12-16 11:38:03.653272
True,False,True,True,False,False,False,1,3,9,-39,False,2023-12-16 11:38:18.697538
True,False,True,True,True,False,False,5,3,9,-40,False,2023-12-16 11:38:33.746298
True,False,True,False,True,False,False,4,4,11,-47,False,2023-12-16 11:38:48.781878
False,False,True,False,True,False,False,1,5,16,-66,False,2023-12-16 11:39:03.826139
False,False,True,False,True,True,False,6,3,12,-51,False,2023-12-16 11:39:18.862658
False,False,True,False,False,True,False,5,3,12,-50,False,2023-12-16 11:39:33.902301
False,False,True,False,False,True,True,7,3,12,-51,False,2023-12-16 11:39:48.945155
False,True,True,False,False,True,True,2,2,7,-32,False,2023-12-16 11:40:03.987189
False,True,True,False,False,True,False,7,2,7,-31,False,2023-12-16 11:40:19.030711
False,True,True,False,True,True,False,5,2,7,-32,False,2023-12-16 11:40:34.078114
False,True,True,False,False,True,False,5,2,7,-31,False,2023-12-16 11:40:49.121114
True,True,True,False,False,True,False,1,2,3,-16,False,2023-12-16 11:41:04.162601
True,True,True,False,False,True,False,0,2,3,-16,False,2023-12-16 11:41:19.211058
True,True,True,False,False,False,False,6,3,5,-23,False,2023-12-16 11:41:34.254633
True,True,True,False,False,False,True,7,2,3,-16,False,2023-12-16 11:41:49.306443
False,True,True,False,False,False,True,1,2,7,-31,False,2023-12-16 11:42:04.346585
False,False,True,False,False,False,True,2,3,12,-50,False,2023-12-16 11:42:19.390407
False,False,True,False,False,False,False,7,5,16,-65,False,2023-12-16 11:42:34.429144
False,False,False,False,False,False,False,3,7,19,-76,False,2023-12-16 11:42:49.466518
False,True,False,False,False,False,False,2,5,12,-49,False,2023-12-16 11:43:04.510451
False,True,False,True,False,False,False,4,4,10,-42,False,2023-12-16 11:43:19.555089
False,True,False,True,False,False,False,0,4,10,-42,False,2023-12-16 11:43:34.594145
True,True,False,True,False,False,False,1,3,5,-23,False,2023-12-16 11:43:49.633109
True,True,False,False,False,False,False,4,3,5,-22,False,2023-12-16 11:44:04.678348
True,False,False,False,False,False,False,2,6,14,-57,False,2023-12-16 11:44:19.722792
True,False,False,False,True,False,False,5,5,13,-54,False,2023-12-16 11:44:34.764987
True,False,False,False,True,False,False,0,5,13,-54,False,2023-12-16 11:44:49.815988
True,False,False,False,True,True,False,6,2,7,-31,False,2023-12-16 11:45:04.858408
True,False,False,True,True,True,False,4,1,5,-24,False,2023-12-16 11:45:19.897225
True,True,False,True,True,True,False,2,0,0,5,True,2023-12-16 11:45:34.942602
True,False,False,False,False,False,False,1,5,12,-49,False,2023-12-16 11:45:49.985386
True,False,False,True,False,False,False,4,4,10,-42,False,2023-12-16 11:46:05.026485
True,False,False,True,False,True,False,6,2,6,-27,False,2023-12-16 11:46:20.070556
True,False,False,True,False,True,True,7,2,6,-28,False,2023-12-16 11:46:35.114125
True,False,False,True,False,True,False,7,2,6,-27,False,2023-12-16 11:46:50.160112
True,False,True,True,False,True,False,3,2,6,-28,False,2023-12-16 11:47:05.202473
False,False,True,True,False,True,False,1,2,10,-43,False,2023-12-16 11:47:20.241742
False,False,True,True,False,True,False,0,2,10,-43,False,2023-12-16 11:47:35.281063
False,True,True,True,False,True,False,2,1,5,-24,False,2023-12-16 11:47:50.326349
False,True,True,True,False,True,False,0,1,5,-24,False,2023-12-16 11:48:05.362683
False,True,True,True,True,True,False,5,1,5,-25,False,2023-12-16 11:48:20.410686
False,True,True,True,True,True,False,0,1,5,-25,False,2023-12-16 11:48:35.449202
False,True,True,True,False,True,False,5,1,5,-24,False,2023-12-16 11:48:50.545772
False,True,True,True,False,True,True,7,1,5,-25,False,2023-12-16 11:49:05.586959
False,True,True,True,False,True,True,0,1,5,-25,False,2023-12-16 11:49:20.643368
False,True,True,True,False,False,True,6,1,5,-24,False,2023-12-16 11:49:35.682266
False,True,True,False,False,False,True,4,2,7,-31,False,2023-12-16 11:49:50.742237
False,True,True,False,False,False,False,7,4,11,-46,False,2023-12-16 11:50:05.782496
False,True,False,False,False,False,False,3,5,12,-49,False,2023-12-16 11:50:20.823848
False,True,False,False,False,False,False,0,5,12,-49,False,2023-12-16 11:50:35.870574
False,False,False,False,False,False,False,2,7,19,-76,False,2023-12-16 11:50:50.921138
False,False,False,False,False,True,False,6,4,13,-53,False,2023-12-16 11:51:05.970523
False,False,False,True,False,True,False,4,3,11,-46,False,2023-12-16 11:51:21.013038
False,False,False,True,False,True,True,7,3,11,-47,False,2023-12-16 11:51:36.058548
False,False,False,False,False,True,True,4,4,13,-54,False,2023-12-16 11:51:51.107430
False,False,False,True,False,True,True,4,3,11,-47,False,2023-12-16 11:52:06.145177
False,False,False,True,False,True,False,7,3,11,-46,False,2023-12-16 11:52:21.186004
False,False,False,True,True,True,False,5,2,10,-43,False,2023-12-16 11:52:36.226682
True,False,False,True,True,True,False,1,1,5,-24,False,2023-12-16 11:52:51.280399
True,True,False,True,True,True,False,2,0,0,5,True,2023-12-16 11:53:06.318218
False,True,False,False,False,False,False,2,6,14,-57,False,2023-12-16 11:53:21.375673
False,True,True,False,False,False,False,3,4,11,-46,False,2023-12-16 11:53:36.417185
False,False,True,False,False,False,False,2,5,16,-65,False,2023-12-16 11:53:51.462490
False,False,True,False,False,False,True,7,3,12,-50,False,2023-12-16 11:54:06.505239
False,False,True,False,False,False,True,0,3,12,-50,False,2023-12-16 11:54:21.547467
False,False,True,False,False,True,True,6,3,12,-51,False,2023-12-16 11:54:36.599743
True,False,True,False,False,True,True,1,3,8,-36,False,2023-12-16 11:54:51.632640
True,False,True,False,False,False,True,6,3,8,-35,False,2023-12-16 11:55:06.670347
True,True,True,False,False,False,True,2,2,3,-16,False,2023-12-16 11:55:21.712599
True,True,True,False,False,True,True,6,2,3,-17,False,2023-12-16 11:55:36.754393
False,True,True,False,False,True,True,1,2,7,-32,False,2023-12-16 11:55:51.792554
False,False,True,False,False,True,True,2,3,12,-51,False,2023-12-16 11:56:06.830069
False,False,True,False,False,True,False,7,3,12,-50,False,2023-12-16 11:56:21.871421
True,False,True,False,False,True,False,1,3,8,-35,False,2023-12-16 11:56:36.910860
True,False,True,True,False,True,False,4,2,6,-28,False,2023-12-16 11:56:51.951558
True,True,True,True,False,True,False,2,1,1,-9,False,2023-12-16 11:57:06.990426
True,True,False,True,False,True,False,3,1,1,-8,False,2023-12-16 11:57:22.026556
True,True,False,True,False,True,False,0,1,1,-8,False,2023-12-16 11:57:37.069151
True,True,False,True,False,False,False,6,4,7,-31,False,2023-12-16 11:57:52.114615
True,True,False,True,False,False,False,0,2,3,-15,False,2023-12-16 11:58:07.153639
True,True,False,True,False,False,True,7,1,1,-8,False,2023-12-16 11:58:22.192340
True,True,True,True,False,False,True,3,1,1,-9,False,2023-12-16 11:58:37.231915
True,False,True,True,False,False,True,2,2,6,-28,False,2023-12-16 11:58:52.270519
True,False,True,True,True,False,True,5,1,5,-25,False,2023-12-16 11:59:07.313065
True,False,True,True,False,False,True,5,1,5,-24,False,2023-12-16 11:59:22.369775
True,False,True,True,False,False,True,0,1,5,-24,False,2023-12-16 11:59:37.411093
True,True,True,True,False,False,True,2,0,0,5,True,2023-12-16 11:59:52.476997
False,True,False,False,False,False,False,2,6,14,-57,False,2023-12-16 12:00:07.526743
True,True,False,False,False,False,False,1,4,7,-30,False,2023-12-16 12:00:22.572083
True,True,True,False,False,False,False,3,4,7,-31,False,2023-12-16 12:00:37.606775
False,True,True,False,False,False,False,1,4,11,-46,False,2023-12-16 12:00:52.646310
True,True,True,False,False,False,False,1,3,6,-27,False,2023-12-16 12:01:07.700957
True,True,True,False,True,False,False,5,3,6,-28,False,2023-12-16 12:01:22.741999
True,True,False,False,True,False,False,3,3,6,-27,False,2023-12-16 12:01:37.793981
True,False,False,False,True,False,False,2,5,13,-54,False,2023-12-16 12:01:52.837201
False,False,False,False,True,False,False,1,6,18,-73,False,2023-12-16 12:02:07.903074
False,True,False,False,True,False,False,2,4,11,-46,False,2023-12-16 12:02:22.951026
False,True,False,True,True,False,False,4,3,9,-39,False,2023-12-16 12:02:38.000100
False,True,False,True,True,True,False,6,1,5,-24,False,2023-12-16 12:02:53.066106
True,True,False,True,True,True,False,1,0,0,5,True,2023-12-16 12:03:08.105760
True,False,False,False,False,False,False,1,6,14,-57,False,2023-12-16 12:03:23.153179
True,False,True,False,False,False,False,3,6,14,-58,False,2023-12-16 12:03:38.201919
False,False,True,False,False,False,False,1,6,18,-73,False,2023-12-16 12:03:53.243795
False,False,True,False,True,False,False,5,5,16,-66,False,2023-12-16 12:04:08.282452
True,False,True,False,True,False,False,1,4,11,-47,False,2023-12-16 12:04:23.369291
True,False,True,False,True,False,True,7,2,7,-32,False,2023-12-16 12:04:38.410936
True,False,True,True,True,False,True,4,1,5,-25,False,2023-12-16 12:04:53.471889
True,False,True,True,True,True,True,6,1,5,-26,False,2023-12-16 12:05:08.521141
True,False,True,True,True,False,True,6,1,5,-25,False,2023-12-16 12:05:23.562495
True,False,True,True,True,False,True,0,1,5,-25,False,2023-12-16 12:05:38.596062
True,False,True,True,True,False,False,7,3,9,-40,False,2023-12-16 12:05:53.637150
True,False,True,True,False,False,False,5,3,9,-39,False,2023-12-16 12:06:08.705167
True,False,True,True,False,False,True,7,2,6,-28,False,2023-12-16 12:06:23.742523
True,True,True,True,False,False,True,2,1,1,-9,False,2023-12-16 12:06:38.790827
True,True,True,True,False,False,True,0,1,1,-9,False,2023-12-16 12:06:53.828254
True,True,True,False,False,False,True,4,2,3,-16,False,2023-12-16 12:07:08.868946
True,True,True,True,False,False,True,4,1,1,-9,False,2023-12-16 12:07:23.906544
True,True,True,True,False,True,True,6,1,1,-10,False,2023-12-16 12:07:38.945133
True,True,False,True,False,True,True,3,1,1,-9,False,2023-12-16 12:07:53.988423
True,True,False,True,False,True,False,7,1,1,-8,False,2023-12-16 12:08:09.034460
True,False,False,True,False,True,False,2,2,6,-27,False,2023-12-16 12:08:24.074498
False,False,False,True,False,True,False,1,3,11,-46,False,2023-12-16 12:08:39.118248
False,False,False,False,False,True,False,4,4,13,-53,False,2023-12-16 12:08:54.153974
True,False,False,False,False,True,False,1,3,8,-34,False,2023-12-16 12:09:09.197682
True,False,False,True,False,True,False,4,2,6,-27,False,2023-12-16 12:09:24.238661
True,True,False,True,False,True,False,2,1,1,-8,False,2023-12-16 12:09:39.278535
True,True,True,True,False,True,False,3,0,0,5,True,2023-12-16 12:09:54.318587
True,False,False,False,False,False,False,1,6,14,-57,False,2023-12-16 12:10:09.360600
True,False,False,False,False,True,False,6,3,8,-34,False,2023-12-16 12:10:24.403452
True,False,False,False,True,True,False,5,2,7,-31,False,2023-12-16 12:10:39.440312
False,False,False,False,True,True,False,1,3,12,-50,False,2023-12-16 12:10:54.481906
False,True,False,False,True,True,False,2,2,7,-31,False,2023-12-16 12:11:09.518638
False,True,False,False,True,False,False,6,5,13,-54,False,2023-12-16 12:11:24.562743
True,True,False,False,True,False,False,1,4,8,-35,False,2023-12-16 12:11:39.605958
True,True,False,True,True,False,False,4,3,6,-28,False,2023-12-16 12:11:54.653426
True,False,False,True,True,False,False,2,4,11,-47,False,2023-12-16 12:12:09.701300
False,False,False,True,True,False,False,1,5,16,-66,False,2023-12-16 12:12:24.738308
False,False,False,True,False,False,False,5,6,17,-69,False,2023-12-16 12:12:39.785552
False,True,False,True,False,False,False,2,4,10,-42,False,2023-12-16 12:12:54.821240
False,True,False,False,False,False,False,4,5,12,-49,False,2023-12-16 12:13:09.857106
False,True,False,False,False,True,False,6,3,8,-34,False,2023-12-16 12:13:24.894005
False,True,False,False,False,True,False,0,3,8,-34,False,2023-12-16 12:13:39.930505
False,True,False,False,False,True,True,7,3,8,-35,False,2023-12-16 12:13:54.998711
False,True,False,False,True,True,True,5,2,7,-32,False,2023-12-16 12:14:10.039836
False,True,False,True,True,True,True,4,1,5,-25,False,2023-12-16 12:14:25.087532
False,True,True,True,True,True,True,3,1,5,-26,False,2023-12-16 12:14:40.130720
False,True,False,True,True,True,True,3,1,5,-25,False,2023-12-16 12:14:55.170414
False,True,False,True,True,True,False,7,1,5,-24,False,2023-12-16 12:15:10.206146
False,True,False,True,False,True,False,5,2,6,-27,False,2023-12-16 12:15:25.246225
True,True,False,True,False,True,False,1,1,1,-8,False,2023-12-16 12:15:40.279022
True,True,True,True,False,True,False,3,1,1,-9,False,2023-12-16 12:15:55.317979
True,True,True,True,False,False,False,6,2,3,-16,False,2023-12-16 12:16:10.354109
True,False,True,True,False,False,False,2,4,10,-43,False,2023-12-16 12:16:25.393673
True,False,True,True,False,False,False,0,3,8,-35,False,2023-12-16 12:16:40.429096
True,False,True,False,False,False,False,4,5,12,-50,False,2023-12-16 12:16:55.470549
True,False,True,False,True,False,False,5,4,11,-47,False,2023-12-16 12:17:10.513123
True,False,True,False,True,True,False,6,2,7,-32,False,2023-12-16 12:17:25.560431
True,True,True,False,True,True,False,2,1,2,-13,False,2023-12-16 12:17:40.602396
True,True,False,False,True,True,False,3,1,2,-12,False,2023-12-16 12:17:55.642845
False,True,False,False,True,True,False,1,2,7,-31,False,2023-12-16 12:18:10.678238
False,True,False,False,True,True,True,7,2,7,-32,False,2023-12-16 12:18:25.722313
False,True,False,False,False,True,True,5,3,8,-35,False,2023-12-16 12:18:40.758387
True,True,False,False,False,True,True,1,2,3,-16,False,2023-12-16 12:18:55.806339
True,True,False,False,True,True,True,5,1,2,-13,False,2023-12-16 12:19:10.841121
True,True,False,False,True,False,True,6,1,2,-12,False,2023-12-16 12:19:25.881931
True,True,False,False,False,False,True,5,2,3,-15,False,2023-12-16 12:19:40.917801
True,True,False,False,False,False,True,0,2,3,-15,False,2023-12-16 12:19:55.987818
True,True,False,False,False,True,True,6,2,3,-16,False,2023-12-16 12:20:11.030742
False,True,False,False,False,True,True,1,3,8,-35,False,2023-12-16 12:20:26.069127
False,True,False,False,False,True,False,7,3,8,-34,False,2023-12-16 12:20:41.105212
False,True,False,False,True,True,False,5,2,7,-31,False,2023-12-16 12:20:56.158227
True,True,False,False,True,True,False,1,1,2,-12,False,2023-12-16 12:21:11.202692
True,True,False,False,True,True,False,0,1,2,-12,False,2023-12-16 12:21:26.241692
False,True,False,False,True,True,False,1,2,7,-31,False,2023-12-16 12:21:41.286077
False,True,False,False,True,True,False,0,2,7,-31,False,2023-12-16 12:21:56.326870
False,True,True,False,True,True,False,3,2,7,-32,False,2023-12-16 12:22:11.369039
False,True,True,False,True,False,False,6,2,7,-31,False,2023-12-16 12:22:26.414188
False,True,True,False,True,True,False,6,2,7,-32,False,2023-12-16 12:22:41.461134
False,True,True,False,True,False,False,6,4,11,-47,False,2023-12-16 12:22:56.497056
False,True,True,True,True,False,False,4,3,9,-40,False,2023-12-16 12:23:11.539463
False,True,True,True,True,True,False,6,1,5,-25,False,2023-12-16 12:23:26.580698
False,True,True,True,True,True,False,0,1,5,-25,False,2023-12-16 12:23:41.624917
False,True,True,False,True,True,False,4,2,7,-32,False,2023-12-16 12:23:56.665965
False,True,True,False,True,True,False,0,2,7,-32,False,2023-12-16 12:24:11.705000
True,True,True,False,True,True,False,1,1,2,-13,False,2023-12-16 12:24:26.745172
True,True,True,False,True,False,False,6,3,6,-28,False,2023-12-16 12:24:41.783479
True,True,True,False,False,False,False,5,3,6,-27,False,2023-12-16 12:24:56.821713
True,True,True,False,False,False,False,0,3,6,-27,False,2023-12-16 12:25:11.874227
True,True,True,False,False,True,False,6,1,2,-12,False,2023-12-16 12:25:26.913978
True,True,False,False,False,True,False,3,2,3,-15,False,2023-12-16 12:25:41.961124
True,True,False,False,True,True,False,5,1,2,-12,False,2023-12-16 12:25:56.997849
True,True,False,False,True,True,True,7,1,2,-13,False,2023-12-16 12:26:12.058560
True,True,True,False,True,True,True,3,1,2,-14,False,2023-12-16 12:26:27.113134
True,True,True,False,False,True,True,5,1,2,-13,False,2023-12-16 12:26:42.182755
True,True,False,False,False,True,True,3,2,3,-16,False,2023-12-16 12:26:57.229779
True,True,False,True,False,True,True,4,1,1,-9,False,2023-12-16 12:27:12.274116
True,True,False,False,False,True,True,4,2,3,-16,False,2023-12-16 12:27:27.310402
True,True,True,False,False,True,True,3,1,2,-13,False,2023-12-16 12:27:42.353143
True,True,True,False,False,True,False,7,1,2,-12,False,2023-12-16 12:27:57.397992
True,True,True,False,False,False,False,6,3,6,-27,False,2023-12-16 12:28:12.441133
True,True,False,False,False,False,False,3,4,7,-30,False,2023-12-16 12:28:27.474921
True,True,False,False,False,False,False,0,5,9,-38,False,2023-12-16 12:28:42.510615
True,True,False,False,True,False,False,5,3,6,-27,False,2023-12-16 12:28:57.558845
False,True,False,False,True,False,False,1,4,11,-46,False,2023-12-16 12:29:12.598481
False,True,False,False,False,False,False,5,6,14,-57,False,2023-12-16 12:29:27.641081
False,True,False,False,True,False,False,5,4,11,-46,False,2023-12-16 12:29:42.695576
False,True,True,False,True,False,False,3,4,11,-47,False,2023-12-16 12:29:57.737800
False,True,True,False,True,False,False,0,4,11,-47,False,2023-12-16 12:30:12.774457
False,False,True,False,True,False,False,2,5,16,-66,False,2023-12-16 12:30:27.812473
False,False,True,False,True,False,False,0,5,16,-66,False,2023-12-16 12:30:42.853264
False,False,True,False,False,False,False,5,5,16,-65,False,2023-12-16 12:30:57.891720
False,True,True,False,False,False,False,2,4,11,-46,False,2023-12-16 12:31:12.937265
False,True,True,True,False,False,False,4,3,9,-39,False,2023-12-16 12:31:27.982309
False,True,False,True,False,False,False,3,5,12,-50,False,2023-12-16 12:31:43.047459
False,True,True,True,False,False,False,3,3,9,-39,False,2023-12-16 12:31:58.090276
True,True,True,True,False,False,False,1,3,6,-28,False,2023-12-16 12:32:13.128357
True,True,True,False,False,False,False,4,3,6,-27,False,2023-12-16 12:32:28.182490
True,False,True,False,False,False,False,2,4,11,-46,False,2023-12-16 12:32:43.226419
True,False,True,False,False,False,False,0,4,11,-46,False,2023-12-16 12:32:58.270288
True,False,False,False,False,False,False,3,5,12,-49,False,2023-12-16 12:33:13.321645
True,True,False,False,False,False,False,2,4,7,-30,False,2023-12-16 12:33:28.381898
False,True,False,False,False,False,False,1,5,12,-49,False,2023-12-16 12:33:43.431253
True,True,False,False,False,False,False,1,4,7,-30,False,2023-12-16 12:33:58.470060
True,True,False,True,False,False,False,4,3,5,-23,False,2023-12-16 12:34:13.510475
True,True,False,True,False,True,False,6,1,1,-8,False,2023-12-16 12:34:28.546786
False,True,False,True,False,True,False,1,2,6,-27,False,2023-12-16 12:34:43.586555
False,True,False,True,False,False,False,6,4,10,-42,False,2023-12-16 12:34:58.650887
False,True,False,True,False,True,False,6,2,6,-27,False,2023-12-16 12:35:13.697121
False,True,True,True,False,True,False,3,1,5,-24,False,2023-12-16 12:35:28.733956
False,True,True,False,False,True,False,4,2,7,-31,False,2023-12-16 12:35:43.785931
False,True,True,False,False,True,False,0,2,7,-31,False,2023-12-16 12:35:58.825256
False,False,True,False,False,True,False,2,3,12,-50,False,2023-12-16 12:36:13.874378
False,False,True,False,True,True,False,5,3,12,-51,False,2023-12-16 12:36:28.922726
False,False,True,False,True,True,False,0,3,12,-51,False,2023-12-16 12:36:43.965203
False,False,True,False,True,True,True,7,3,12,-52,False,2023-12-16 12:36:59.018026
False,False,True,False,True,True,True,0,3,12,-52,False,2023-12-16 12:37:14.059045
False,False,True,False,False,True,True,5,3,12,-51,False,2023-12-16 12:37:29.098231
False,False,True,False,True,True,True,5,3,12,-52,False,2023-12-16 12:37:44.159160
True,False,True,False,True,True,True,1,2,7,-33,False,2023-12-16 12:37:59.210710
True,False,False,False,True,True,True,3,2,7,-32,False,2023-12-16 12:38:14.245151
True,False,True,False,True,True,True,3,2,7,-33,False,2023-12-16 12:38:29.284106
True,False,True,False,True,True,True,0,2,7,-33,False,2023-12-16 12:38:44.326497
True,False,True,False,True,False,True,6,2,7,-32,False,2023-12-16 12:38:59.375406
True,False,True,False,True,False,True,0,2,7,-32,False,2023-12-16 12:39:14.417147
True,False,False,False,True,False,True,3,2,7,-31,False,2023-12-16 12:39:29.454013
True,False,False,False,True,False,True,0,2,7,-31,False,2023-12-16 12:39:44.486527
True,False,False,False,True,False,True,0,2,7,-31,False,2023-12-16 12:39:59.533265
True,False,False,True,True,False,True,4,1,5,-24,False,2023-12-16 12:40:14.573877
False,False,False,True,True,False,True,1,2,10,-43,False,2023-12-16 12:40:29.613218
False,False,True,True,True,False,True,3,2,10,-44,False,2023-12-16 12:40:44.657231
True,False,True,True,True,False,True,1,1,5,-25,False,2023-12-16 12:40:59.706751
True,False,False,True,True,False,True,3,1,5,-24,False,2023-12-16 12:41:14.745778
True,False,False,True,True,True,True,6,1,5,-25,False,2023-12-16 12:41:29.781952
True,True,False,True,True,True,True,2,0,0,4,False,2023-12-16 12:41:44.823339
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:41:59.872344
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:42:14.918597
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:42:29.958035
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:42:44.994756
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:43:00.066491
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:43:15.114511
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:43:30.150482
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:43:45.194887
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:44:00.241189
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:44:15.297261
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:44:30.361137
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:44:45.409266
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:45:00.444370
True,True,False,True,True,True,True,0,0,0,4,False,2023-12-16 12:45:15.483229
True,True,False,True,True,True,False,7,0,0,5,True,2023-12-16 12:45:30.540142
False,False,False,False,False,False,False,0,6,17,-68,False,2023-12-16 12:45:45.586958
False,False,False,False,False,False,True,7,4,13,-53,False,2023-12-16 12:46:00.638372
False,False,False,False,False,False,True,0,4,13,-53,False,2023-12-16 12:46:15.677443
False,False,True,False,False,False,True,3,3,12,-50,False,2023-12-16 12:46:30.711705
False,True,True,False,False,False,True,2,2,7,-31,False,2023-12-16 12:46:45.753126
False,True,True,False,False,True,True,6,2,7,-32,False,2023-12-16 12:47:00.788862
False,True,True,False,False,True,True,0,2,7,-32,False,2023-12-16 12:47:15.824682
False,True,True,True,False,True,True,4,1,5,-25,False,2023-12-16 12:47:30.859138
True,True,True,True,False,True,True,1,0,0,4,False,2023-12-16 12:47:45.897154
True,True,True,True,False,True,True,0,0,0,4,False,2023-12-16 12:48:00.938365
True,True,True,True,False,True,True,0,0,0,4,False,2023-12-16 12:48:15.977061
True,True,True,True,False,True,True,0,0,0,4,False,2023-12-16 12:48:31.010155
