Strategy 1,Strategy 2,Strategy 3,Strategy 4,Strategy 5,Strategy 6,Strategy 7,Action,Number of Alerts,Sum of alert weights,Reward,Done,Timestamp
False,True,False,False,False,False,False,2,2,7,-29,False,2023-12-18 13:58:29.069745
False,True,False,False,False,False,True,7,2,7,-30,False,2023-12-18 13:58:44.143456
False,True,False,False,False,True,True,6,2,7,-31,False,2023-12-18 13:58:59.199265
False,True,False,True,False,True,True,4,1,5,-24,False,2023-12-18 13:59:14.253786
False,True,False,True,False,True,False,7,1,5,-23,False,2023-12-18 13:59:29.318729
True,True,False,True,False,True,False,1,0,0,6,True,2023-12-18 13:59:44.379484
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 13:59:59.448423
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:00:14.503098
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:00:29.555762
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:00:44.643868
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:00:59.709399
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:01:14.777144
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:01:29.836747
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:01:44.899777
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:01:59.963680
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:02:15.037035
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:02:30.095917
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:02:45.152207
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:03:00.206411
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:03:15.271808
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:03:30.331144
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:03:45.384700
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:04:00.439686
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:04:15.494236
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:04:30.547662
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:04:45.604474
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:05:00.661922
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:05:15.721695
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:05:30.778935
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:05:45.863840
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:06:00.932019
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:06:15.995265
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:06:31.054647
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:06:46.121409
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:07:01.174368
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:07:16.238350
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:07:31.293914
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:07:46.357470
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:08:01.444378
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:08:16.513475
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:08:31.569030
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:08:46.632011
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:09:01.717459
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:09:16.791703
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:09:31.849281
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:09:46.913957
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:10:01.995588
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:10:17.058555
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:10:32.120222
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:10:47.183514
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:11:02.251620
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:11:17.312376
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:11:32.367174
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:11:47.424855
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:12:02.625695
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:12:17.685405
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:12:32.739070
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:12:47.801560
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:13:02.855604
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:13:17.911304
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:13:32.968166
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:13:48.043799
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:14:03.110764
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:14:18.166655
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:14:33.233164
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:14:48.292164
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:15:03.355499
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:15:18.413348
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:15:33.470252
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:15:48.571679
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:16:03.634734
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:16:18.695189
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:16:33.755155
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:16:48.814600
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:17:03.870038
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:17:18.933845
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:17:34.003301
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:17:49.074863
False,False,False,True,False,False,False,4,2,10,-41,False,2023-12-18 14:18:04.134916
False,False,True,True,False,False,False,3,0,0,8,True,2023-12-18 14:18:19.195496
