Strategy 1,Strategy 2,Strategy 3,Strategy 4,Strategy 5,Strategy 6,Strategy 7,Action,Number of Alerts,Sum of alert weights,Reward,Done,Timestamp
True,False,True,True,True,True,True,2,1,5,-26,False,2023-12-17 18:33:49.614023
True,True,True,True,True,True,True,2,0,0,3,False,2023-12-17 18:34:04.674153
True,True,True,True,True,True,False,7,0,0,4,True,2023-12-17 18:34:19.737748
True,False,False,False,False,False,False,1,6,17,-69,False,2023-12-17 18:34:34.793922
True,False,False,False,False,True,False,6,3,8,-34,False,2023-12-17 18:34:49.866316
True,True,False,False,False,True,False,2,2,3,-15,False,2023-12-17 18:35:04.926969
True,True,False,False,False,False,False,6,5,12,-50,False,2023-12-17 18:35:19.985462
False,True,False,False,False,False,False,1,6,17,-69,False,2023-12-17 18:35:35.040707
False,True,False,False,False,False,True,7,3,8,-34,False,2023-12-17 18:35:50.105630
False,True,False,True,False,False,True,4,2,6,-27,False,2023-12-17 18:36:05.177567
False,True,False,True,False,True,True,6,2,6,-28,False,2023-12-17 18:36:20.281961
False,False,False,True,False,True,True,2,3,11,-47,False,2023-12-17 18:36:35.362423
False,False,False,True,True,True,True,5,2,10,-44,False,2023-12-17 18:36:50.439633
False,False,False,True,True,False,True,6,2,10,-43,False,2023-12-17 18:37:05.511692
True,False,False,True,True,False,True,1,1,5,-24,False,2023-12-17 18:37:20.591670
True,False,False,True,True,False,False,7,3,11,-47,False,2023-12-17 18:37:35.656299
True,True,False,True,True,False,False,2,1,3,-16,False,2023-12-17 18:37:50.736169
True,True,False,True,True,False,True,7,0,0,5,True,2023-12-17 18:38:05.792005
True,False,False,False,False,False,False,1,5,14,-57,False,2023-12-17 18:38:20.854686
True,False,False,False,True,False,False,5,4,13,-54,False,2023-12-17 18:38:35.916843
True,False,False,False,True,False,False,0,4,13,-54,False,2023-12-17 18:38:50.980068
True,False,False,True,True,False,False,4,4,14,-59,False,2023-12-17 18:39:06.039038
True,False,False,True,False,False,False,5,5,15,-62,False,2023-12-17 18:39:21.102545
True,False,False,True,False,False,True,7,2,6,-27,False,2023-12-17 18:39:36.174081
True,False,True,True,False,False,True,3,2,6,-28,False,2023-12-17 18:39:51.256003
True,False,False,True,False,False,True,3,2,6,-27,False,2023-12-17 18:40:06.317292
True,False,False,True,False,False,True,0,2,6,-27,False,2023-12-17 18:40:21.390683
False,False,False,True,False,False,True,1,3,11,-46,False,2023-12-17 18:40:36.456683
False,False,False,False,False,False,True,4,4,13,-53,False,2023-12-17 18:40:51.524415
False,False,True,False,False,False,True,3,3,12,-50,False,2023-12-17 18:41:06.585381
False,False,True,False,False,False,False,7,5,18,-73,False,2023-12-17 18:41:21.655732
False,False,False,False,False,False,False,3,7,22,-88,False,2023-12-17 18:41:36.721342
False,False,False,True,False,False,False,4,6,20,-81,False,2023-12-17 18:41:51.780802
False,False,False,True,False,False,True,7,3,11,-46,False,2023-12-17 18:42:06.841362
False,False,False,True,False,False,True,0,3,11,-46,False,2023-12-17 18:42:21.898088
True,False,False,True,False,False,True,1,2,6,-27,False,2023-12-17 18:42:36.959425
True,True,False,True,False,False,True,2,1,1,-8,False,2023-12-17 18:42:52.037924
True,True,False,True,False,True,True,6,1,1,-9,False,2023-12-17 18:43:07.106205
True,True,False,True,True,True,True,5,0,0,4,True,2023-12-17 18:43:22.168739
False,False,False,False,True,False,False,5,6,21,-85,False,2023-12-17 18:43:37.236669
True,False,False,False,True,False,False,1,5,16,-66,False,2023-12-17 18:43:52.306739
True,False,True,False,True,False,False,3,5,16,-67,False,2023-12-17 18:44:07.372546
True,False,True,False,True,True,False,6,3,10,-44,False,2023-12-17 18:44:22.469715
True,False,True,False,False,True,False,5,3,8,-35,False,2023-12-17 18:44:37.525286
True,False,True,False,False,True,False,0,3,8,-35,False,2023-12-17 18:44:52.590265
True,False,True,False,False,False,False,6,5,14,-58,False,2023-12-17 18:45:07.653466
True,False,True,False,True,False,False,5,5,16,-67,False,2023-12-17 18:45:22.713758
True,True,True,False,True,False,False,2,3,8,-36,False,2023-12-17 18:45:37.781284
False,True,True,False,True,False,False,1,4,13,-55,False,2023-12-17 18:45:52.840164
True,True,True,False,True,False,False,1,3,8,-36,False,2023-12-17 18:46:07.894610
True,True,True,False,False,False,False,5,3,8,-35,False,2023-12-17 18:46:22.966573
True,True,False,False,False,False,False,3,4,9,-38,False,2023-12-17 18:46:38.027413
True,True,False,False,False,False,True,7,2,3,-15,False,2023-12-17 18:46:53.103746
True,True,False,False,False,False,True,0,2,3,-15,False,2023-12-17 18:47:08.167368
True,True,False,False,True,False,True,5,1,2,-12,False,2023-12-17 18:47:23.240781
False,True,False,False,True,False,True,1,2,7,-31,False,2023-12-17 18:47:38.305898
False,True,False,False,True,False,True,0,2,7,-31,False,2023-12-17 18:47:53.374229
False,True,False,True,True,False,True,4,1,5,-24,False,2023-12-17 18:48:08.432817
False,True,False,True,True,False,True,0,1,5,-24,False,2023-12-17 18:48:23.511630
False,False,False,True,True,False,True,2,2,10,-43,False,2023-12-17 18:48:38.573804
False,False,False,False,True,False,True,4,3,12,-50,False,2023-12-17 18:48:53.653411
False,False,True,False,True,False,True,3,3,12,-51,False,2023-12-17 18:49:08.725725
False,False,False,False,True,False,True,3,3,12,-50,False,2023-12-17 18:49:23.825188
False,False,True,False,True,False,True,3,3,12,-51,False,2023-12-17 18:49:38.884941
False,False,True,False,True,False,True,0,3,12,-51,False,2023-12-17 18:49:53.944095
False,False,True,True,True,False,True,4,2,10,-44,False,2023-12-17 18:50:09.120077
False,False,False,True,True,False,True,3,2,10,-43,False,2023-12-17 18:50:24.189310
False,False,False,True,True,False,False,7,5,19,-78,False,2023-12-17 18:50:39.246716
True,False,False,True,True,False,False,1,4,14,-59,False,2023-12-17 18:50:54.300431
True,False,False,True,True,False,False,0,4,14,-59,False,2023-12-17 18:51:09.360393
False,False,False,True,True,False,False,1,5,19,-78,False,2023-12-17 18:51:24.418332
False,False,False,True,True,True,False,6,3,13,-55,False,2023-12-17 18:51:39.475433
False,False,False,True,True,False,False,6,5,19,-78,False,2023-12-17 18:51:54.539948
False,False,True,True,True,False,False,3,5,19,-79,False,2023-12-17 18:52:09.602777
False,True,True,True,True,False,False,2,3,11,-48,False,2023-12-17 18:52:24.667460
False,False,True,True,True,False,False,2,4,16,-67,False,2023-12-17 18:52:39.721947
False,False,False,True,True,False,False,3,5,19,-78,False,2023-12-17 18:52:54.783575
False,False,False,True,True,False,False,0,5,19,-78,False,2023-12-17 18:53:09.841873
False,False,False,False,True,False,False,4,6,21,-85,False,2023-12-17 18:53:24.921989
False,False,False,False,True,True,False,6,3,12,-50,False,2023-12-17 18:53:39.974907
False,False,False,False,True,True,True,7,3,12,-51,False,2023-12-17 18:53:55.029384
False,False,False,False,False,True,True,5,4,13,-54,False,2023-12-17 18:54:10.087889
False,False,False,False,False,True,True,0,4,13,-54,False,2023-12-17 18:54:25.154422
True,False,False,False,False,True,True,1,3,8,-35,False,2023-12-17 18:54:40.212047
True,False,False,False,False,True,True,0,3,8,-35,False,2023-12-17 18:54:55.267700
True,False,False,False,False,True,False,7,3,8,-34,False,2023-12-17 18:55:10.325716
True,False,True,False,False,True,False,3,2,7,-31,False,2023-12-17 18:55:25.380189
True,False,True,False,True,True,False,5,2,7,-32,False,2023-12-17 18:55:40.446812
True,False,False,False,True,True,False,3,2,7,-31,False,2023-12-17 18:55:55.507986
True,False,False,False,True,True,False,0,2,7,-31,False,2023-12-17 18:56:10.575901
True,False,True,False,True,True,False,3,2,7,-32,False,2023-12-17 18:56:25.647206
True,False,True,False,True,True,True,7,2,7,-33,False,2023-12-17 18:56:40.716766
True,False,True,False,False,True,True,5,2,7,-32,False,2023-12-17 18:56:55.770670
True,False,True,False,False,False,True,6,2,7,-31,False,2023-12-17 18:57:10.830097
True,False,True,False,False,True,True,6,2,7,-32,False,2023-12-17 18:57:25.883429
True,True,True,False,False,True,True,2,1,2,-13,False,2023-12-17 18:57:40.950690
True,True,True,False,False,True,False,7,1,2,-12,False,2023-12-17 18:57:56.013625
True,True,True,False,True,True,False,5,1,2,-13,False,2023-12-17 18:58:11.071353
True,True,False,False,True,True,False,3,1,2,-12,False,2023-12-17 18:58:26.128587
True,False,False,False,True,True,False,2,2,7,-31,False,2023-12-17 18:58:41.187106
True,False,False,False,False,True,False,5,3,8,-34,False,2023-12-17 18:58:56.247477
True,False,False,False,False,True,False,0,3,8,-34,False,2023-12-17 18:59:11.299458
True,False,False,False,False,False,False,6,5,14,-57,False,2023-12-17 18:59:26.375872
True,False,True,False,False,False,False,3,3,10,-42,False,2023-12-17 18:59:41.437714
True,False,True,False,False,True,False,6,2,7,-31,False,2023-12-17 18:59:56.494357
True,False,False,False,False,True,False,3,3,8,-34,False,2023-12-17 19:00:11.556017
False,False,False,False,False,True,False,1,4,13,-53,False,2023-12-17 19:00:26.617922
False,False,False,False,False,False,False,6,6,19,-76,False,2023-12-17 19:00:41.682047
False,False,True,False,False,False,False,3,5,18,-73,False,2023-12-17 19:00:56.749475
False,False,True,False,False,False,True,7,3,12,-50,False,2023-12-17 19:01:11.818197
False,False,True,False,True,False,True,5,3,12,-51,False,2023-12-17 19:01:26.884954
True,False,True,False,True,False,True,1,2,7,-32,False,2023-12-17 19:01:41.947855
True,False,True,False,True,False,True,0,2,7,-32,False,2023-12-17 19:01:57.007403
True,True,True,False,True,False,True,2,1,2,-13,False,2023-12-17 19:02:12.096387
True,False,True,False,True,False,True,2,2,7,-32,False,2023-12-17 19:02:27.157872
True,False,True,False,True,True,True,6,2,7,-33,False,2023-12-17 19:02:42.220814
True,False,False,False,True,True,True,3,2,7,-32,False,2023-12-17 19:02:57.279043
True,False,False,False,True,False,True,6,2,7,-31,False,2023-12-17 19:03:12.332041
True,False,False,False,False,False,True,5,3,8,-34,False,2023-12-17 19:03:27.392226
True,False,False,False,False,False,False,7,5,14,-57,False,2023-12-17 19:03:42.447408
True,False,False,True,False,False,False,4,5,15,-62,False,2023-12-17 19:03:57.501343
True,False,False,True,False,False,False,0,5,15,-62,False,2023-12-17 19:04:12.567335
True,False,True,True,False,False,False,3,4,12,-51,False,2023-12-17 19:04:27.634176
True,False,True,True,False,True,False,6,5,15,-64,False,2023-12-17 19:04:42.693844
